id_locacao;id_loja;id_atendente;id_cliente;id_veiculo;data_locacao;data_devolucao;valor_diaria;dias_locacao;valor_total;status
9305;8;24;40;37;28-10-2023;26-11-2023;101,25;29;2936,25;Finalizada
9306;7;20;4;28;27-12-2022;28-12-2022;366,84;1;366,84;Finalizada
9307;14;41;67;46;04-08-2024;16-08-2024;113,9;12;1366,8;Finalizada
9308;14;41;1;34;29-01-2025;06-02-2025;218,78;8;1750,24;Ativa
9309;19;56;34;17;10-04-2025;14-04-2025;117,96;4;471,84;Ativa
9310;9;27;7;35;26-06-2022;17-07-2022;100,89;21;2118,69;Finalizada
9311;21;62;27;15;22-07-2022;21-08-2022;106,19;30;3185,7;Ativa
9312;22;66;100;42;05-06-2025;15-06-2025;108,3;10;1083,0;Ativa
9313;12;35;2;42;01-06-2023;05-06-2023;101,26;4;405,04;Cancelada
9314;3;8;81;32;04-02-2023;10-02-2023;234,37;6;1406,22;Finalizada
9315;5;15;46;39;06-09-2022;29-09-2022;356,12;23;8190,76;Finalizada
9316;21;63;27;41;31-05-2023;30-06-2023;318,53;30;9555,9;Cancelada
9317;20;58;56;46;21-03-2025;18-04-2025;117,95;28;3302,6;Finalizada
9318;2;5;54;14;01-12-2023;06-12-2023;375,21;5;1876,05;Ativa
9319;1;1;5;16;19-04-2024;11-05-2024;379,62;22;8351,64;Cancelada
9320;13;38;32;25;27-06-2022;26-07-2022;111,56;29;3235,24;Cancelada
9321;6;17;91;12;31-12-2024;29-01-2025;104,37;29;3026,73;Cancelada
9322;9;27;98;48;17-03-2024;05-04-2024;321,48;19;6108,12;Ativa
9323;2;6;54;21;24-07-2025;17-08-2025;110,19;24;2644,56;Finalizada
9324;25;75;76;3;02-12-2025;04-12-2025;385,5;2;771,0;Finalizada
9325;2;6;75;11;15-06-2025;28-06-2025;113,05;13;1469,65;Ativa
9326;7;20;4;38;12-12-2022;23-12-2022;321,13;11;3532,43;Ativa
9327;1;3;19;37;31-03-2022;22-04-2022;101,83;22;2240,26;Cancelada
9328;12;36;79;5;20-03-2024;10-04-2024;118,08;21;2479,68;Ativa
9329;3;8;65;43;11-10-2025;14-10-2025;368,25;3;1104,75;Cancelada
9330;20;59;90;12;18-09-2022;16-10-2022;102,77;28;2877,56;Finalizada
9331;26;78;66;10;07-12-2025;30-12-2025;118,45;23;2724,35;Ativa
9332;10;30;10;16;29-06-2023;17-07-2023;361,43;18;6505,74;Cancelada
9333;26;77;42;16;15-02-2024;27-02-2024;356,3;12;4275,6;Finalizada
9334;9;25;70;38;08-05-2025;29-05-2025;350,01;21;7350,21;Finalizada
9335;27;81;44;46;25-01-2022;01-02-2022;105,69;7;739,83;Cancelada
9336;21;62;27;22;05-11-2022;24-11-2022;300,44;19;5708,36;Finalizada
9337;6;18;9;19;16-05-2024;01-06-2024;353,05;16;5648,8;Cancelada
9338;9;25;84;50;08-04-2024;06-05-2024;192,94;28;5402,32;Cancelada
9339;8;24;51;2;28-05-2024;26-06-2024;376,63;29;10922,27;Cancelada
9340;1;2;19;42;26-01-2025;01-02-2025;113,6;6;681,6;Finalizada
9341;23;67;55;13;06-06-2023;07-06-2023;187,1;1;187,1;Finalizada
9342;9;27;7;10;03-06-2023;24-06-2023;101,7;21;2135,7;Finalizada
9343;25;75;86;6;31-03-2023;23-04-2023;231,55;23;5325,65;Cancelada
9344;3;9;81;11;12-08-2022;31-08-2022;116,13;19;2206,47;Cancelada
9345;19;55;34;30;19-12-2025;25-12-2025;107,04;6;642,24;Ativa
9346;17;50;25;24;13-05-2025;14-05-2025;391,29;1;391,29;Finalizada
9347;24;72;60;46;13-03-2024;21-03-2024;118,67;8;949,36;Cancelada
9348;9;27;84;23;21-12-2025;20-01-2026;113,46;30;3403,8;Cancelada
9349;9;25;98;42;10-07-2022;13-07-2022;102,07;3;306,21;Cancelada
9350;22;64;99;43;27-07-2025;06-08-2025;317,25;10;3172,5;Cancelada
9351;21;63;27;12;30-12-2023;07-01-2024;118,69;8;949,52;Finalizada
9352;25;75;6;35;06-11-2024;12-11-2024;106,26;6;637,56;Ativa
9353;26;76;39;16;18-11-2024;20-11-2024;345,67;2;691,34;Cancelada
9354;20;60;26;27;05-12-2022;14-12-2022;202,94;9;1826,46;Ativa
9355;20;58;90;47;28-04-2025;02-05-2025;184,07;4;736,28;Finalizada
9356;24;71;94;31;19-08-2025;16-09-2025;360,93;28;10106,04;Finalizada
9357;12;36;2;34;27-05-2023;11-06-2023;244,97;15;3674,55;Finalizada
9358;2;4;54;22;15-03-2022;27-03-2022;362,27;12;4347,24;Cancelada
9359;5;15;73;32;13-09-2022;30-09-2022;195,57;17;3324,69;Cancelada
9360;12;34;45;21;02-03-2023;06-03-2023;116,15;4;464,6;Ativa
9361;7;21;4;23;17-09-2023;20-09-2023;117,4;3;352,2;Finalizada
9362;1;3;88;35;23-07-2024;02-08-2024;114,44;10;1144,4;Cancelada
9363;27;80;29;12;14-02-2023;20-02-2023;101,55;6;609,3;Finalizada
9364;8;24;95;11;10-06-2022;11-06-2022;112,9;1;112,9;Finalizada
9365;24;70;43;13;07-01-2024;23-01-2024;223,74;16;3579,84;Ativa
9366;13;38;17;40;30-09-2023;22-10-2023;398,06;22;8757,32;Ativa
9367;1;3;41;50;16-03-2022;09-04-2022;228,59;24;5486,16;Cancelada
9368;24;71;47;5;31-03-2025;12-04-2025;107,4;12;1288,8;Finalizada
9369;21;61;14;41;01-09-2024;22-09-2024;302,46;21;6351,66;Cancelada
9370;13;38;3;35;26-03-2024;31-03-2024;114,56;5;572,8;Finalizada
9371;17;50;25;20;18-07-2023;04-08-2023;112,32;17;1909,44;Cancelada
9372;17;49;62;9;18-10-2024;14-11-2024;114,61;27;3094,47;Cancelada
9373;21;62;27;3;16-11-2024;12-12-2024;301,84;26;7847,84;Finalizada
9374;24;72;60;41;11-08-2024;07-09-2024;314,01;27;8478,27;Ativa
9375;20;59;90;5;16-06-2023;16-07-2023;110,35;30;3310,5;Cancelada
9376;9;27;70;2;14-08-2024;08-09-2024;405,9;25;10147,5;Cancelada
9377;23;69;36;43;21-09-2022;30-09-2022;394,32;9;3548,88;Finalizada
9378;26;76;42;31;18-04-2023;16-05-2023;415,42;28;11631,76;Ativa
9379;22;65;100;12;16-09-2023;11-10-2023;102,24;25;2556,0;Cancelada
9380;21;62;27;41;10-05-2023;31-05-2023;385,84;21;8102,64;Cancelada
9381;28;82;87;42;10-09-2022;12-09-2022;118,62;2;237,24;Ativa
9382;21;63;50;45;15-10-2023;03-11-2023;349,52;19;6640,88;Finalizada
9383;19;57;11;12;23-07-2024;29-07-2024;105,73;6;634,38;Ativa
9384;20;58;26;5;02-01-2025;25-01-2025;106,92;23;2459,16;Ativa
9385;9;25;84;37;13-08-2024;03-09-2024;103,08;21;2164,68;Finalizada
9386;13;39;77;13;11-12-2023;31-12-2023;186,14;20;3722,8;Cancelada
9387;8;24;95;49;28-07-2022;18-08-2022;322,42;21;6770,82;Finalizada
9388;6;16;9;12;26-03-2025;14-04-2025;100,64;19;1912,16;Finalizada
9389;21;61;50;1;23-06-2022;02-07-2022;341,44;9;3072,96;Cancelada
9390;27;79;49;13;03-09-2025;17-09-2025;193,45;14;2708,3;Cancelada
9391;27;80;35;44;12-07-2025;27-07-2025;118,49;15;1777,35;Ativa
9392;20;60;90;28;05-06-2022;25-06-2022;395,05;20;7901,0;Cancelada
9393;27;80;72;38;30-03-2025;12-04-2025;306,09;13;3979,17;Finalizada
9394;20;60;90;23;13-01-2024;28-01-2024;100,07;15;1501,05;Finalizada
9395;6;18;9;8;26-06-2023;15-07-2023;110,4;19;2097,6;Finalizada
9396;7;20;89;39;26-11-2022;23-12-2022;377,58;27;10194,66;Ativa
9397;25;74;86;1;23-06-2024;28-06-2024;329,18;5;1645,9;Ativa
9398;21;62;27;44;28-11-2023;30-11-2023;108,43;2;216,86;Finalizada
9399;10;30;78;3;20-09-2024;15-10-2024;355,63;25;8890,75;Ativa
9400;25;73;6;39;20-03-2024;06-04-2024;329,9;17;5608,3;Cancelada
9401;8;22;51;48;18-01-2024;24-01-2024;380,25;6;2281,5;Ativa
9402;13;39;68;12;31-10-2025;09-11-2025;101,7;9;915,3;Ativa
9403;27;79;29;7;03-06-2024;15-06-2024;214,44;12;2573,28;Ativa
9404;7;19;4;26;26-11-2022;15-12-2022;217,87;19;4139,53;Cancelada
9405;12;36;21;43;30-08-2025;04-09-2025;322,35;5;1611,75;Finalizada
9406;17;50;62;45;16-05-2023;20-05-2023;371,34;4;1485,36;Ativa
9407;9;25;7;47;05-07-2023;07-07-2023;210,94;2;421,88;Cancelada
9408;2;6;12;24;05-06-2023;21-06-2023;386,05;16;6176,8;Finalizada
9409;25;74;76;2;09-08-2023;26-08-2023;406,3;17;6907,1;Cancelada
9410;5;14;24;26;13-12-2024;09-01-2025;249,58;27;6738,66;Ativa
9411;26;78;39;7;31-10-2023;28-11-2023;209,91;28;5877,48;Finalizada
9412;25;75;8;40;22-05-2025;14-06-2025;394,32;23;9069,36;Finalizada
9413;24;70;43;28;17-08-2022;03-09-2022;357,53;17;6078,01;Ativa
9414;5;13;73;24;04-11-2023;15-11-2023;393,08;11;4323,88;Ativa
9415;17;49;92;30;09-09-2024;02-10-2024;118,48;23;2725,04;Cancelada
9416;2;6;12;9;27-03-2025;01-04-2025;117,21;5;586,05;Finalizada
9417;27;80;49;9;31-05-2023;16-06-2023;118,36;16;1893,76;Cancelada
9418;9;26;96;34;03-12-2024;16-12-2024;232,75;13;3025,75;Finalizada
9419;23;68;36;48;31-03-2024;07-04-2024;319,35;7;2235,45;Finalizada
9420;27;80;29;11;10-12-2025;22-12-2025;117,21;12;1406,52;Cancelada
9421;12;35;79;37;02-04-2023;08-04-2023;116,86;6;701,16;Cancelada
9422;24;70;94;31;08-08-2022;27-08-2022;410,73;19;7803,87;Ativa
9423;2;5;12;18;20-04-2022;01-05-2022;372,01;11;4092,11;Cancelada
9424;9;26;96;16;07-03-2023;20-03-2023;306,77;13;3988,01;Ativa
9425;22;65;100;26;12-12-2025;17-12-2025;231,51;5;1157,55;Finalizada
9426;1;1;30;10;21-10-2023;24-10-2023;119,03;3;357,09;Cancelada
9427;10;29;37;14;08-08-2022;12-08-2022;380,97;4;1523,88;Ativa
9428;12;35;45;13;14-03-2022;03-04-2022;245,46;20;4909,2;Ativa
9429;27;79;49;7;02-03-2025;18-03-2025;227,44;16;3639,04;Finalizada
9430;12;36;20;18;21-06-2024;05-07-2024;384,17;14;5378,38;Cancelada
9431;17;51;25;30;20-06-2023;19-07-2023;102,72;29;2978,88;Ativa
9432;23;68;33;13;03-03-2023;27-03-2023;198,31;24;4759,44;Cancelada
9433;5;15;24;46;12-12-2024;10-01-2025;112,46;29;3261,34;Ativa
9434;7;20;89;37;21-04-2023;09-05-2023;105,25;18;1894,5;Cancelada
9435;5;15;73;13;12-05-2024;24-05-2024;197,99;12;2375,88;Cancelada
9436;24;72;43;22;22-01-2023;21-02-2023;342,43;30;10272,9;Ativa
9437;6;17;93;21;15-12-2025;22-12-2025;107,37;7;751,59;Ativa
9438;7;21;89;5;16-04-2025;19-04-2025;116,98;3;350,94;Ativa
9439;19;56;11;8;15-07-2025;16-07-2025;110,2;1;110,2;Cancelada
9440;1;3;41;15;04-06-2024;21-06-2024;116,63;17;1982,71;Finalizada
9441;12;35;52;20;05-04-2023;22-04-2023;107,16;17;1821,72;Ativa
9442;28;84;61;14;16-04-2023;14-05-2023;343,59;28;9620,52;Ativa
9443;9;25;7;44;29-04-2022;28-05-2022;105,16;29;3049,64;Ativa
9444;11;31;16;31;31-01-2022;25-02-2022;386,86;25;9671,5;Cancelada
9445;3;8;65;35;15-09-2023;24-09-2023;106,66;9;959,94;Cancelada
9446;23;67;36;50;19-12-2025;27-12-2025;224,23;8;1793,84;Finalizada
9447;1;1;5;7;05-05-2022;06-05-2022;216,66;1;216,66;Ativa
9448;17;50;62;22;11-01-2023;16-01-2023;352,03;5;1760,15;Cancelada
9449;27;79;35;30;23-09-2024;13-10-2024;117,97;20;2359,4;Ativa
9450;9;26;53;16;15-11-2023;20-11-2023;358,13;5;1790,65;Ativa
9451;19;57;34;12;06-08-2022;21-08-2022;119,04;15;1785,6;Finalizada
9452;27;79;49;40;17-06-2023;26-06-2023;368,11;9;3312,99;Ativa
9453;21;61;27;42;25-08-2022;03-09-2022;102,91;9;926,19;Finalizada
9454;11;32;16;41;31-08-2025;02-09-2025;347,24;2;694,48;Cancelada
9455;2;4;75;19;10-02-2022;03-03-2022;379,17;21;7962,57;Cancelada
9456;2;5;75;45;23-09-2022;13-10-2022;335,76;20;6715,2;Finalizada
9457;8;23;40;24;25-11-2023;09-12-2023;352,77;14;4938,78;Finalizada
9458;9;27;70;12;18-09-2022;27-09-2022;117,75;9;1059,75;Finalizada
9459;1;3;30;38;06-08-2022;14-08-2022;357,16;8;2857,28;Ativa
9460;1;2;19;6;01-04-2023;26-04-2023;200,32;25;5008,0;Cancelada
9461;19;55;34;49;17-08-2024;16-09-2024;350,33;30;10509,9;Cancelada
9462;24;70;43;4;17-11-2023;07-12-2023;115,45;20;2309,0;Ativa
9463;25;75;8;16;30-10-2025;11-11-2025;395,94;12;4751,28;Finalizada
9464;27;79;49;33;11-08-2025;30-08-2025;340,05;19;6460,95;Cancelada
9465;13;37;3;43;12-02-2025;01-03-2025;396,18;17;6735,06;Cancelada
9466;22;65;82;15;17-04-2024;14-05-2024;112,24;27;3030,48;Cancelada
9467;22;66;100;24;17-07-2024;27-07-2024;411,3;10;4113,0;Ativa
9468;2;6;54;21;21-03-2024;30-03-2024;103,0;9;927,0;Finalizada
9469;10;30;78;8;21-01-2022;06-02-2022;113,14;16;1810,24;Cancelada
9470;8;23;80;6;07-03-2022;03-04-2022;196,91;27;5316,57;Cancelada
9471;12;36;79;32;29-02-2024;16-03-2024;225,04;16;3600,64;Ativa
9472;13;38;64;21;16-11-2022;29-11-2022;102,97;13;1338,61;Cancelada
9473;9;26;96;40;29-03-2022;05-04-2022;412,92;7;2890,44;Cancelada
9474;20;58;90;2;23-12-2023;14-01-2024;375,52;22;8261,44;Finalizada
9475;6;16;93;25;28-07-2023;02-08-2023;106,53;5;532,65;Finalizada
9476;12;34;38;48;12-10-2023;08-11-2023;305,09;27;8237,43;Cancelada
9477;25;75;76;33;02-03-2024;07-03-2024;319,96;5;1599,8;Cancelada
9478;21;62;14;12;09-11-2024;26-11-2024;118,54;17;2015,18;Ativa
9479;13;38;64;34;29-06-2024;26-07-2024;223,92;27;6045,84;Cancelada
9480;13;37;71;41;26-06-2022;30-06-2022;319,68;4;1278,72;Finalizada
9481;28;83;87;1;04-05-2022;28-05-2022;381,47;24;9155,28;Ativa
9482;27;80;29;33;09-10-2024;12-10-2024;391,59;3;1174,77;Finalizada
9483;21;62;50;4;14-02-2022;11-03-2022;100,39;25;2509,75;Ativa
9484;24;72;60;13;08-05-2024;20-05-2024;216,02;12;2592,24;Finalizada
9485;14;41;67;1;14-09-2025;28-09-2025;302,17;14;4230,38;Ativa
9486;6;16;91;16;10-07-2022;30-07-2022;340,39;20;6807,8;Ativa
9487;5;15;73;16;01-09-2022;15-09-2022;363,08;14;5083,12;Cancelada
9488;12;35;20;50;08-07-2024;01-08-2024;227,26;24;5454,24;Cancelada
9489;1;3;88;37;27-11-2025;02-12-2025;113,33;5;566,65;Cancelada
9490;22;65;99;31;09-08-2023;07-09-2023;362,67;29;10517,43;Finalizada
9491;13;37;17;33;17-08-2024;29-08-2024;308,44;12;3701,28;Ativa
9492;2;6;74;34;12-03-2024;25-03-2024;206,75;13;2687,75;Cancelada
9493;24;71;94;40;18-02-2024;12-03-2024;354,9;23;8162,7;Ativa
9494;1;2;19;17;10-03-2023;27-03-2023;104,07;17;1769,19;Cancelada
9495;17;50;92;4;12-07-2023;16-07-2023;110,0;4;440,0;Ativa
9496;17;50;92;38;29-01-2025;22-02-2025;374,45;24;8986,8;Cancelada
9497;5;14;24;26;08-02-2025;06-03-2025;236,45;26;6147,7;Finalizada
9498;26;76;66;2;21-12-2023;23-12-2023;364,95;2;729,9;Ativa
9499;2;6;23;12;15-09-2024;14-10-2024;114,66;29;3325,14;Ativa
9500;26;78;42;46;17-06-2024;13-07-2024;101,63;26;2642,38;Ativa
9501;9;26;53;42;03-10-2024;27-10-2024;107,62;24;2582,88;Ativa
9502;14;40;67;43;03-01-2023;09-01-2023;387,6;6;2325,6;Finalizada
9503;5;14;24;12;19-01-2022;15-02-2022;100,76;27;2720,52;Cancelada
9504;24;71;60;32;14-09-2024;26-09-2024;206,66;12;2479,92;Cancelada
9505;20;58;26;18;25-03-2024;23-04-2024;355,79;29;10317,91;Finalizada
9506;2;6;54;36;18-11-2023;08-12-2023;106,88;20;2137,6;Cancelada
9507;6;18;9;50;23-08-2025;22-09-2025;220,71;30;6621,3;Ativa
9508;22;64;82;19;05-02-2022;02-03-2022;407,13;25;10178,25;Ativa
9509;21;63;50;20;09-04-2023;01-05-2023;112,42;22;2473,24;Finalizada
9510;9;27;98;33;11-11-2023;12-11-2023;380,29;1;380,29;Finalizada
9511;26;77;39;14;05-10-2022;14-10-2022;312,92;9;2816,28;Finalizada
9512;19;56;11;35;31-12-2022;11-01-2023;116,29;11;1279,19;Finalizada
9513;2;4;12;1;30-12-2022;24-01-2023;318,22;25;7955,5;Cancelada
9514;12;35;21;38;12-06-2022;20-06-2022;319,17;8;2553,36;Finalizada
9515;8;24;40;49;18-09-2025;07-10-2025;342,45;19;6506,55;Ativa
9516;13;39;17;45;23-10-2022;20-11-2022;382,79;28;10718,12;Ativa
9517;10;28;78;32;26-03-2022;06-04-2022;199,31;11;2192,41;Ativa
9518;21;61;50;22;02-04-2022;24-04-2022;364,19;22;8012,18;Finalizada
9519;24;70;48;27;04-08-2022;26-08-2022;222,96;22;4905,12;Finalizada
9520;1;3;41;26;10-02-2023;01-03-2023;235,21;19;4468,99;Cancelada
9521;6;16;9;10;18-02-2023;19-03-2023;103,24;29;2993,96;Ativa
9522;24;72;60;7;07-09-2025;28-09-2025;217,53;21;4568,13;Finalizada
9523;27;81;44;12;07-03-2022;22-03-2022;110,34;15;1655,1;Ativa
9524;1;2;15;43;09-02-2022;27-02-2022;312,04;18;5616,72;Ativa
9525;1;1;30;5;04-07-2025;26-07-2025;113,51;22;2497,22;Finalizada
9526;2;6;74;22;06-07-2025;17-07-2025;396,98;11;4366,78;Finalizada
9527;10;28;10;9;07-04-2025;02-05-2025;104,09;25;2602,25;Finalizada
9528;19;57;34;23;25-10-2024;16-11-2024;107,82;22;2372,04;Finalizada
9529;22;65;82;38;29-10-2022;24-11-2022;326,21;26;8481,46;Cancelada
9530;1;3;30;8;28-01-2023;26-02-2023;107,61;29;3120,69;Ativa
9531;3;7;65;30;08-08-2025;20-08-2025;106,49;12;1277,88;Cancelada
9532;19;55;31;46;15-04-2025;14-05-2025;105,96;29;3072,84;Ativa
9533;6;17;91;11;28-09-2025;16-10-2025;118,12;18;2126,16;Cancelada
9534;26;76;42;6;08-11-2022;08-12-2022;241,09;30;7232,7;Ativa
9535;2;6;12;33;15-06-2022;20-06-2022;341,69;5;1708,45;Cancelada
9536;14;42;1;27;27-07-2023;26-08-2023;192,05;30;5761,5;Ativa
9537;1;1;41;32;09-11-2022;02-12-2022;205,14;23;4718,22;Ativa
9538;7;21;89;21;15-11-2023;14-12-2023;108,7;29;3152,3;Ativa
9539;24;72;94;3;19-05-2024;01-06-2024;354,68;13;4610,84;Cancelada
9540;12;35;2;12;20-10-2023;02-11-2023;103,15;13;1340,95;Cancelada
9541;22;64;100;15;09-02-2023;14-02-2023;102,75;5;513,75;Finalizada
9542;5;15;13;35;17-04-2024;13-05-2024;115,68;26;3007,68;Finalizada
9543;17;51;92;21;02-07-2023;30-07-2023;110,08;28;3082,24;Finalizada
9544;13;38;57;16;22-02-2023;16-03-2023;335,84;22;7388,48;Cancelada
9545;5;15;46;27;07-07-2023;11-07-2023;224,81;4;899,24;Finalizada
9546;20;59;90;23;07-08-2022;12-08-2022;104,08;5;520,4;Finalizada
9547;12;36;2;17;10-10-2025;17-10-2025;107,1;7;749,7;Finalizada
9548;13;38;71;49;04-07-2024;27-07-2024;310,55;23;7142,65;Finalizada
9549;11;32;59;11;07-06-2024;05-07-2024;119,68;28;3351,04;Ativa
9550;22;65;99;40;01-11-2025;30-11-2025;370,92;29;10756,68;Cancelada
9551;8;23;80;4;31-01-2025;01-03-2025;104,25;29;3023,25;Cancelada
9552;24;70;94;17;21-01-2022;05-02-2022;111,16;15;1667,4;Ativa
9553;6;18;91;2;21-05-2025;10-06-2025;413,26;20;8265,2;Cancelada
9554;19;56;22;21;18-07-2022;24-07-2022;103,9;6;623,4;Cancelada
9555;27;81;35;2;11-12-2025;15-12-2025;410,37;4;1641,48;Finalizada
9556;2;5;12;28;03-04-2025;12-04-2025;415,84;9;3742,56;Finalizada
9557;10;29;10;30;17-03-2024;23-03-2024;113,91;6;683,46;Finalizada
9558;22;66;99;23;18-11-2023;23-11-2023;106,61;5;533,05;Finalizada
9559;12;36;79;15;11-08-2022;26-08-2022;115,38;15;1730,7;Ativa
9560;9;25;70;16;25-04-2025;11-05-2025;328,35;16;5253,6;Finalizada
9561;5;13;73;18;11-05-2024;09-06-2024;356,54;29;10339,66;Cancelada
9562;10;30;37;50;06-07-2022;07-07-2022;189,36;1;189,36;Cancelada
9563;22;66;82;5;04-11-2023;01-12-2023;111,67;27;3015,09;Ativa
9564;7;21;4;5;16-01-2022;27-01-2022;119,07;11;1309,77;Finalizada
9565;22;66;63;2;30-09-2023;24-10-2023;408,25;24;9798,0;Finalizada
9566;8;22;80;34;20-12-2023;25-12-2023;217,7;5;1088,5;Finalizada
9567;6;17;91;30;02-08-2024;06-08-2024;111,5;4;446,0;Ativa
9568;26;77;39;19;14-06-2024;21-06-2024;360,28;7;2521,96;Finalizada
9569;22;66;100;29;29-06-2025;22-07-2025;317,63;23;7305,49;Ativa
9570;1;1;5;33;31-07-2025;06-08-2025;393,54;6;2361,24;Cancelada
9571;5;13;24;23;01-03-2023;04-03-2023;105,96;3;317,88;Cancelada
9572;2;6;23;2;21-05-2025;15-06-2025;405,73;25;10143,25;Finalizada
9573;27;80;72;6;03-08-2025;12-08-2025;185,68;9;1671,12;Ativa
9574;9;26;98;1;12-12-2025;22-12-2025;358,66;10;3586,6;Finalizada
9575;24;71;48;3;21-09-2024;28-09-2024;377,16;7;2640,12;Ativa
9576;12;35;79;23;14-05-2024;17-05-2024;108,47;3;325,41;Cancelada
9577;23;69;36;37;18-02-2024;05-03-2024;109,69;16;1755,04;Ativa
9578;7;21;4;10;16-11-2025;04-12-2025;105,54;18;1899,72;Finalizada
9579;26;77;39;21;16-02-2022;22-02-2022;114,95;6;689,7;Ativa
9580;2;6;75;33;10-12-2022;31-12-2022;356,14;21;7478,94;Cancelada
9581;1;2;30;17;01-08-2025;08-08-2025;113,05;7;791,35;Ativa
9582;17;51;25;29;10-03-2024;23-03-2024;387,06;13;5031,78;Ativa
9583;2;5;12;17;23-10-2025;24-10-2025;108,05;1;108,05;Cancelada
9584;9;27;53;29;16-11-2025;25-11-2025;395,77;9;3561,93;Cancelada
9585;6;18;91;21;24-02-2023;10-03-2023;110,0;14;1540,0;Cancelada
9586;9;27;96;8;28-02-2024;17-03-2024;101,5;18;1827,0;Ativa
9587;2;4;74;16;10-10-2024;03-11-2024;398,44;24;9562,56;Finalizada
9588;1;1;41;27;26-10-2022;06-11-2022;245,2;11;2697,2;Ativa
9589;8;22;80;44;02-03-2024;13-03-2024;103,57;11;1139,27;Cancelada
9590;1;2;88;39;16-04-2024;12-05-2024;397,97;26;10347,22;Finalizada
9591;1;1;5;44;17-01-2023;18-01-2023;112,39;1;112,39;Ativa
9592;3;9;81;15;02-04-2022;30-04-2022;106,55;28;2983,4;Ativa
9593;17;50;25;43;27-06-2023;08-07-2023;321,33;11;3534,63;Finalizada
9594;9;25;53;32;02-08-2025;26-08-2025;212,08;24;5089,92;Finalizada
9595;2;5;74;34;14-06-2022;02-07-2022;228,19;18;4107,42;Ativa
9596;12;35;38;36;23-08-2025;11-09-2025;117,29;19;2228,51;Finalizada
9597;24;71;48;42;28-01-2025;18-02-2025;112,03;21;2352,63;Cancelada
9598;1;3;30;11;16-06-2025;20-06-2025;105,52;4;422,08;Ativa
9599;24;71;60;8;20-09-2022;12-10-2022;110,73;22;2436,06;Cancelada
9600;8;24;95;13;22-03-2025;27-03-2025;229,64;5;1148,2;Ativa
9601;27;80;72;49;18-10-2023;27-10-2023;301,97;9;2717,73;Ativa
9602;13;38;64;40;17-09-2025;03-10-2025;386,6;16;6185,6;Ativa
9603;20;59;56;17;27-04-2025;07-05-2025;100,85;10;1008,5;Cancelada
9604;19;55;31;27;29-12-2024;27-01-2025;232,26;29;6735,54;Cancelada
9605;25;75;86;32;26-09-2024;06-10-2024;232,27;10;2322,7;Ativa
9606;12;35;52;49;16-10-2024;10-11-2024;335,25;25;8381,25;Cancelada
9607;12;34;52;2;28-03-2022;07-04-2022;355,7;10;3557,0;Cancelada
9608;27;79;72;41;05-09-2025;11-09-2025;399,48;6;2396,88;Ativa
9609;24;71;60;28;04-02-2024;09-02-2024;407,98;5;2039,9;Finalizada
9610;1;3;30;48;28-01-2025;13-02-2025;385,44;16;6167,04;Finalizada
9611;12;35;2;45;19-06-2025;19-07-2025;332,94;30;9988,2;Finalizada
9612;19;56;34;33;25-11-2022;10-12-2022;334,06;15;5010,9;Finalizada
9613;28;84;61;31;27-06-2022;13-07-2022;388,4;16;6214,4;Cancelada
9614;22;65;100;23;22-10-2022;03-11-2022;116,67;12;1400,04;Finalizada
9615;25;74;8;49;04-01-2022;10-01-2022;390,98;6;2345,88;Ativa
9616;6;17;91;41;04-06-2023;07-06-2023;363,74;3;1091,22;Ativa
9617;24;70;43;18;09-03-2025;08-04-2025;351,98;30;10559,4;Ativa
9618;27;81;29;2;15-07-2025;02-08-2025;413,54;18;7443,72;Finalizada
9619;21;62;27;46;10-07-2023;29-07-2023;119,86;19;2277,34;Finalizada
9620;2;5;54;6;19-04-2024;12-05-2024;239,31;23;5504,13;Finalizada
9621;24;72;43;36;27-03-2023;21-04-2023;105,23;25;2630,75;Cancelada
9622;19;55;31;35;15-11-2024;28-11-2024;108,28;13;1407,64;Ativa
9623;14;41;67;25;02-09-2023;16-09-2023;102,82;14;1439,48;Finalizada
9624;9;27;84;27;12-11-2025;06-12-2025;190,26;24;4566,24;Cancelada
9625;15;43;58;38;20-05-2025;30-05-2025;363,59;10;3635,9;Ativa
9626;2;4;23;39;07-09-2023;12-09-2023;362,96;5;1814,8;Cancelada
9627;5;14;13;8;01-04-2022;03-04-2022;109,57;2;219,14;Finalizada
9628;10;29;10;34;03-08-2025;11-08-2025;226,97;8;1815,76;Cancelada
9629;23;68;36;31;17-09-2022;25-09-2022;378,92;8;3031,36;Cancelada
9630;12;34;79;45;15-05-2024;01-06-2024;382,91;17;6509,47;Ativa
9631;1;2;30;36;12-08-2023;17-08-2023;109,42;5;547,1;Finalizada
9632;19;56;22;36;04-06-2022;01-07-2022;105,21;27;2840,67;Ativa
9633;3;7;18;8;08-01-2022;18-01-2022;114,16;10;1141,6;Finalizada
9634;5;14;73;29;22-06-2023;28-06-2023;377,15;6;2262,9;Ativa
9635;21;61;28;18;09-05-2024;01-06-2024;388,45;23;8934,35;Ativa
9636;1;1;19;9;03-11-2025;30-11-2025;102,15;27;2758,05;Finalizada
9637;8;23;51;43;19-09-2024;19-10-2024;356,85;30;10705,5;Cancelada
9638;23;67;55;8;17-02-2023;14-03-2023;105,37;25;2634,25;Ativa
9639;8;24;40;12;13-12-2024;15-12-2024;119,9;2;239,8;Cancelada
